MQ3,MQ2,MQ6,MQ5,MQ135,MQ4,MQ8,MQ9,HUM,TEMPC,TEMPF,TARGET
330,2421,1585,1777,1297,592,493,411,"58.30
%",30.5,86.9,2
330,2416,1586,1797,1292,595,496,413,"57.80
%",30.5,86.9,2
301,2416,1600,1778,1297,590,496,407,"57.80
%",30.5,86.9,2
336,2431,1589,1789,1299,593,503,411,"57.50
%",30.5,86.9,2
344,2443,1589,1780,1303,599,524,409,"57.50
%",30.5,86.9,2
337,2435,1587,1812,1302,595,519,412,"59.90
%",30.5,86.9,2
353,2442,1584,1789,1302,592,506,421,"59.90
%",30.5,86.9,2
350,2441,1581,1794,1306,595,502,414,"58.40
%",30.5,86.9,2
353,2483,1589,1799,1309,593,511,415,"58.40
%",30.5,86.9,2
347,2495,1588,1791,1309,599,501,410,"58.30
%",30.5,86.9,2
343,2489,1583,1777,1303,592,483,411,"58.30
%",30.5,86.9,2
342,2473,1571,1795,1303,591,473,412,"58.10
%",30.5,86.9,2
351,2496,1581,1786,1296,592,483,404,"58.10
%",30.5,86.9,2
349,2489,1569,1796,1296,589,457,412,"62.70
%",30.6,87.08,2
341,2479,1571,1821,1274,592,452,409,"62.70
%",30.6,87.08,2
337,2451,1569,1798,1301,583,444,405,"60.80
%",30.6,87.08,2
342,2453,1566,1796,1297,580,443,405,"60.80
%",30.6,87.08,2
345,2477,1566,1785,1302,581,447,401,"58.70
%",30.6,87.08,2
368,2598,1580,1792,1311,585,493,405,"58.70
%",30.6,87.08,2
393,2722,1579,1846,1325,605,537,405,"58.60
%",30.6,87.08,2
407,2828,1606,1813,1341,609,592,417,"58.60
%",30.6,87.08,2
414,2880,1613,1803,1349,609,633,417,"63.70
%",30.6,87.08,2
417,2909,1615,1809,1359,621,627,425,"63.70
%",30.6,87.08,2
385,2898,1617,1808,1359,618,629,430,"60.80
%",30.7,87.26,2
405,2896,1619,1809,1360,619,611,425,"60.80
%",30.7,87.26,2
410,2879,1627,1895,1370,627,646,425,"59.60
%",30.7,87.26,2
401,2903,1627,1861,1367,626,633,421,"59.60
%",30.7,87.26,2
403,2891,1631,1887,1375,626,618,416,"59.70
%",30.7,87.26,2
399,2850,1634,1817,1361,626,592,464,"59.70
%",30.7,87.26,2
392,2834,1621,1815,1379,629,595,428,"59.10
%",30.7,87.26,2
388,2811,1615,1806,1367,630,612,432,"59.10
%",30.7,87.26,2
368,2791,1606,1814,1343,631,605,438,"58.40
%",30.8,87.44,2
387,2783,1601,1801,1360,640,612,434,"58.40
%",30.8,87.44,2
384,2752,1598,1775,1354,639,598,435,"58.00
%",30.8,87.44,2
379,2721,1595,1779,1343,629,579,433,"58.00
%",30.8,87.44,2
380,2670,1589,1808,1344,626,563,437,"57.50
%",30.8,87.44,2
383,2704,1599,1809,1346,643,577,435,"57.50
%",30.8,87.44,2
384,2720,1599,1792,1360,615,608,441,"57.10
%",30.8,87.44,2
395,2739,1603,1826,1379,609,641,456,"57.10
%",30.8,87.44,2
427,2775,1607,1801,1397,656,645,468,"56.90
%",30.8,87.44,2
379,2779,1611,1810,1410,658,618,480,"56.90
%",30.8,87.44,2
409,2773,1614,1811,1425,662,638,493,"57.00
%",30.8,87.44,2
416,2791,1605,1822,1414,667,635,505,"57.00
%",30.8,87.44,2
422,2816,1600,1792,1433,675,656,506,"57.10
%",30.9,87.62,2
423,2847,1610,1808,1443,674,649,511,"57.10
%",30.9,87.62,2
432,2859,1587,1838,1466,704,656,527,"56.90
%",30.9,87.62,2
427,2843,1622,1840,1475,688,691,523,"56.90
%",30.9,87.62,2
423,2848,1621,1843,1476,698,720,519,"57.10
%",30.9,87.62,2
420,2853,1638,1855,1477,709,723,511,"57.10
%",30.9,87.62,2
431,2870,1633,1839,1467,709,716,518,"57.40
%",30.9,87.62,2
432,2871,1636,1877,1477,706,704,507,"57.40
%",30.9,87.62,2
425,2879,1643,1872,1475,706,699,501,"57.40
%",30.9,87.62,2
419,2873,1634,1841,1473,704,688,510,"57.40
%",30.9,87.62,2
423,2870,1625,1882,1456,752,679,498,"58.70
%",30.9,87.62,2
414,2859,1584,1821,1454,691,672,490,"58.70
%",30.9,87.62,2
415,2858,1623,1825,1442,692,653,486,"58.00
%",30.9,87.62,2
422,2863,1619,1822,1441,690,625,490,"58.00
%",30.9,87.62,2
417,2860,1614,1819,1442,683,607,502,"58.30
%",31,87.8,2
418,2863,1627,1837,1453,678,606,486,"58.30
%",31,87.8,2
413,2864,1626,1845,1442,681,598,485,"65.40
%",31,87.8,2
413,2847,1618,1859,1444,676,577,476,"65.40
%",31,87.8,2
410,2881,1627,1851,1431,668,565,453,"63.90
%",31,87.8,2
404,2857,1600,1839,1424,659,554,467,"63.90
%",31,87.8,2
400,2836,1615,1855,1425,656,542,473,"61.10
%",31,87.8,2
391,2827,1614,1838,1424,658,529,473,"61.10
%",31,87.8,2
399,2808,1609,1839,1424,653,522,466,"60.20
%",31.1,87.98,2
397,2799,1602,1858,1424,655,505,471,"60.20
%",31.1,87.98,2
395,2807,1606,1872,1421,650,496,466,"59.30
%",31.1,87.98,2
399,2842,1601,1855,1419,645,495,466,"59.30
%",31.1,87.98,2
400,2821,1596,1835,1410,630,487,467,"61.00
%",31.1,87.98,2
400,2809,1595,1861,1398,639,486,417,"61.00
%",31.1,87.98,2
400,2799,1596,1856,1412,638,480,461,"62.20
%",31.1,87.98,2
400,2785,1584,1829,1406,634,481,462,"62.20
%",31.1,87.98,2
399,2778,1590,1838,1409,633,480,450,"61.90
%",31.1,87.98,2
394,2761,1585,1828,1405,631,485,461,"61.90
%",31.1,87.98,2
397,2757,1579,1894,1392,633,486,458,"60.50
%",31.2,88.16,2
396,2763,1584,1831,1411,637,491,454,"60.50
%",31.2,88.16,2
393,2777,1599,1846,1407,637,496,450,"60.60
%",31.2,88.16,2
389,2758,1583,1849,1402,635,496,453,"60.60
%",31.2,88.16,2
393,2767,1584,1839,1397,631,481,453,"59.00
%",31.2,88.16,2
454,3009,1584,1838,1591,582,498,438,"56.30
%",31.1,87.98,2
448,2992,1583,1839,1594,580,496,437,"55.90
%",31.1,87.98,2
447,2970,1589,1841,1535,577,491,441,"55.90
%",31.1,87.98,2
446,2961,1586,1846,1587,578,493,439,"55.80
%",31.2,88.16,2
443,2977,1584,1845,1591,576,489,438,"55.80
%",31.2,88.16,2
455,3062,1591,1850,1600,582,509,437,"55.90
%",31.2,88.16,2
477,3191,1587,1847,1603,586,543,442,"55.90
%",31.2,88.16,2
483,3282,1598,1861,1611,592,559,447,"55.80
%",31.2,88.16,2
484,3301,1602,1870,1626,593,575,437,"55.80
%",31.2,88.16,2
476,3305,1606,1851,1630,587,624,470,"55.70
%",31.2,88.16,2
470,3284,1615,1868,1625,609,623,452,"55.70
%",31.2,88.16,2
468,3248,1611,1867,1619,595,613,449,"55.60
%",31.2,88.16,2
463,3206,1611,1872,1618,592,579,449,"55.60
%",31.2,88.16,2
460,3184,1627,1885,1629,593,578,448,"55.20
%",31.2,88.16,2
458,3184,1611,1877,1616,596,590,451,"55.20
%",31.2,88.16,2
440,3181,1611,1879,1621,589,571,447,"55.00
%",31.3,88.34,2
445,3155,1607,1880,1624,592,563,443,"55.00
%",31.3,88.34,2
441,3132,1607,1870,1626,593,563,438,"55.00
%",31.3,88.34,2
442,3154,1621,1883,1644,601,605,457,"55.00
%",31.3,88.34,2
437,3099,1623,1889,1663,619,673,464,"54.80
%",31.3,88.34,2
441,3109,1629,1899,1680,633,720,483,"54.80
%",31.3,88.34,2
445,3136,1633,1901,1695,645,767,496,"54.80
%",31.3,88.34,2
448,3149,1648,1905,1699,645,748,501,"54.80
%",31.3,88.34,2
435,3120,1648,1904,1699,640,697,499,"54.80
%",31.3,88.34,2
437,3103,1644,1906,1708,637,659,486,"54.80
%",31.3,88.34,2
434,3100,1647,1908,1686,638,643,494,"54.70
%",31.3,88.34,2
435,3110,1643,1909,1679,627,648,493,"54.70
%",31.3,88.34,2
439,3157,1633,1911,1677,625,631,492,"54.90
%",31.3,88.34,2
434,3123,1640,1913,1678,624,622,486,"54.90
%",31.3,88.34,2
435,3097,1632,1903,1679,626,615,481,"54.80
%",31.3,88.34,2
397,3088,1637,1907,1680,626,614,473,"54.80
%",31.3,88.34,2
429,3089,1634,1904,1682,628,611,518,"54.60
%",31.3,88.34,2
427,3083,1635,1912,1702,629,618,491,"54.60
%",31.3,88.34,2
420,3056,1634,1913,1683,625,624,487,"54.50
%",31.3,88.34,2
416,3045,1627,1909,1681,625,624,485,"54.50
%",31.3,88.34,2
417,3035,1626,1843,1682,624,601,479,"54.50
%",31.3,88.34,2
419,3024,1623,1836,1687,624,582,481,"54.50
%",31.3,88.34,2
460,3013,1616,1822,1673,619,571,481,"54.40
%",31.3,88.34,2
431,3007,1622,1814,1680,615,565,469,"54.40
%",31.3,88.34,2
413,3008,1619,1819,1678,622,559,477,"54.40
%",31.3,88.34,2
411,2992,1616,1808,1675,617,550,471,"54.40
%",31.3,88.34,2
410,2990,1613,1810,1671,611,461,471,"54.40
%",31.2,88.16,2
416,3013,1618,1808,1675,619,592,478,"54.40
%",31.2,88.16,2
432,3123,1627,1792,1685,635,672,498,"54.40
%",31.2,88.16,2
446,3200,1634,1792,1694,640,676,496,"54.40
%",31.2,88.16,2
445,3216,1639,1807,1687,642,673,501,"54.50
%",31.2,88.16,2
446,3204,1635,1803,1699,638,667,496,"54.50
%",31.2,88.16,2
447,3228,1648,1821,1699,643,678,502,"54.60
%",31.2,88.16,2
450,3258,1643,1827,1697,643,659,503,"54.60
%",31.2,88.16,2
448,3236,1671,1827,1691,635,643,501,"55.20
%",31.2,88.16,2
447,3206,1642,1814,1681,635,666,496,"55.20
%",31.2,88.16,2
448,3200,1636,1806,1680,637,651,496,"54.80
%",31.2,88.16,2
448,3211,1645,1808,1682,638,655,491,"54.80
%",31.2,88.16,2
450,3223,1645,1815,1690,650,687,554,"54.70
%",31.2,88.16,2
451,3222,1651,1822,1692,643,667,499,"54.70
%",31.2,88.16,2
450,3213,1654,1825,1691,641,707,502,"55.00
%",31.2,88.16,2
449,3253,1657,1835,1702,642,703,508,"55.00
%",31.2,88.16,2
439,3169,1653,1840,1670,640,680,503,"54.50
%",31.1,87.98,2
439,3167,1643,1829,1706,642,689,506,"54.50
%",31.1,87.98,2
436,3163,1647,1835,1698,640,657,505,"54.40
%",31.1,87.98,2
435,3151,1648,1845,1699,640,643,499,"54.40
%",31.1,87.98,2
438,3142,1647,1846,1691,637,629,498,"54.50
%",31.1,87.98,2
452,3152,1646,1947,1696,645,688,507,"54.50
%",31.1,87.98,2
459,3218,1656,1840,1701,653,732,524,"54.40
%",31.1,87.98,2
468,3265,1653,1853,1706,649,738,522,"54.40
%",31.1,87.98,2
465,3280,1662,1904,1699,654,710,538,"55.80
%",31.1,87.98,2
465,3280,1659,1845,1689,643,686,517,"55.80
%",31.1,87.98,2
463,3264,1653,1857,1695,644,727,521,"55.20
%",31.1,87.98,2
465,3251,1662,1840,1701,656,732,511,"55.20
%",31.1,87.98,2
459,3229,1661,1851,1696,652,705,523,"54.60
%",31.1,87.98,2
458,3207,1650,1861,1697,647,685,527,"54.60
%",31.1,87.98,2
460,3230,1650,1839,1683,645,677,510,"54.50
%",31.1,87.98,2
482,3312,1657,1861,1698,649,713,511,"54.50
%",31.1,87.98,2
490,3411,1664,1856,1705,658,757,523,"54.90
%",31,87.8,2
518,3494,1668,1879,1703,657,752,527,"54.90
%",31,87.8,2
523,3568,1674,1861,1728,669,781,528,"56.30
%",31,87.8,2
528,3611,1675,1881,1719,679,795,532,"56.30
%",31,87.8,2
525,3614,1680,1887,1724,674,741,522,"55.80
%",31,87.8,2
518,3571,1680,1893,1717,675,763,533,"55.80
%",31,87.8,2
506,3549,1677,1877,1713,669,731,527,"54.90
%",31,87.8,2
499,3509,1670,1865,1715,666,701,522,"54.90
%",31,87.8,2
560,3527,1665,1863,1701,661,704,509,"54.90
%",31,87.8,2
511,3606,1665,1878,1709,659,720,518,"54.90
%",31,87.8,2
527,3653,1664,1859,1697,661,715,523,"59.00
%",30.9,87.62,2
534,3721,1665,1877,1700,673,747,518,"59.00
%",30.9,87.62,2
542,3742,1680,1898,1712,673,715,521,"61.10
%",30.9,87.62,2
539,3745,1681,1904,1712,671,720,528,"61.10
%",30.9,87.62,2
528,3690,1680,1915,1711,668,678,487,"58.40
%",30.9,87.62,2
511,3630,1674,1915,1709,662,653,519,"58.40
%",30.9,87.62,2
517,3629,1675,1919,1714,657,698,518,"56.30
%",30.9,87.62,2
533,3696,1680,1918,1709,688,765,533,"56.30
%",30.9,87.62,2
559,3769,1682,1919,1719,698,845,545,"55.30
%",30.8,87.44,2
570,3925,1701,1926,1730,715,971,560,"55.30
%",30.8,87.44,2
568,3998,1713,1936,1749,736,1012,586,"54.70
%",30.8,87.44,2
576,4037,1725,1940,1759,752,1049,607,"54.70
%",30.8,87.44,2
566,3998,1735,1958,1773,758,1002,623,"54.90
%",30.8,87.44,2
561,3963,1733,1954,1761,751,915,606,"54.90
%",30.8,87.44,2
551,3914,1734,1966,1762,752,889,606,"55.30
%",30.8,87.44,2
548,3881,1728,1969,1769,749,878,610,"55.30
%",30.8,87.44,2
540,3856,1718,1965,1762,742,845,637,"54.80
%",30.7,87.26,2
533,3792,1713,1968,1771,758,873,624,"54.80
%",30.7,87.26,2
530,3772,1717,1966,1775,769,903,636,"54.50
%",30.7,87.26,2
523,3796,1730,1971,1787,785,925,656,"54.50
%",30.7,87.26,2
538,3833,1733,1979,1797,791,957,657,"54.30
%",30.7,87.26,2
556,3879,1743,1985,1819,794,947,659,"54.30
%",30.7,87.26,2
557,3874,1739,1987,1821,786,899,656,"54.60
%",30.6,87.08,2
547,3851,1734,1989,1812,777,855,644,"54.60
%",30.6,87.08,2
543,3799,1727,1979,1808,771,822,631,"54.70
%",30.6,87.08,2
534,3802,1725,1985,1813,777,848,630,"54.70
%",30.6,87.08,2
544,3813,1719,1974,1808,774,841,621,"54.80
%",30.6,87.08,2
547,3819,1719,1981,1808,775,829,614,"54.80
%",30.6,87.08,2
537,3814,1713,1962,1815,783,832,610,"54.60
%",30.5,86.9,2
528,3779,1715,1977,1815,777,839,607,"54.60
%",30.5,86.9,2
522,3893,1716,1975,1819,790,848,610,"54.70
%",30.5,86.9,2
529,3776,1719,1985,1823,794,848,607,"54.70
%",30.5,86.9,2
528,3794,1717,1973,1814,789,839,607,"54.80
%",30.4,86.72,2
541,3777,1717,1978,1809,783,813,610,"54.80
%",30.4,86.72,2
511,3744,1718,1977,1808,774,782,607,"56.80
%",28.4,83.12,2
425,3623,1658,1971,1805,599,912,528,"56.80
%",28.4,83.12,2
432,3664,1665,1967,1808,607,971,541,"56.70
%",28.4,83.12,2
441,3707,1670,1968,1808,624,928,538,"56.70
%",28.4,83.12,2
438,3775,1680,1974,1808,626,919,540,"56.90
%",28.4,83.12,2
433,3728,1680,1984,1805,623,883,542,"56.90
%",28.4,83.12,2
432,3689,1681,1994,1808,624,875,546,"57.00
%",28.4,83.12,2
429,3664,1685,1996,1805,623,848,541,"57.00
%",28.4,83.12,2
432,3669,1680,1979,1795,622,842,537,"57.00
%",28.3,82.94,2
434,3674,1682,1983,1809,629,873,542,"57.00
%",28.3,82.94,2
462,3703,1684,1995,1815,638,917,548,"57.00
%",28.3,82.94,2
438,3711,1697,2025,1816,640,915,542,"57.00
%",28.3,82.94,2
437,3745,1694,2014,1817,636,878,542,"57.10
%",28.3,82.94,2
446,3570,1691,2015,1810,641,895,545,"57.10
%",28.3,82.94,2
461,3776,1686,1984,1808,643,912,543,"57.20
%",28.3,82.94,2
480,3843,1709,2001,1830,657,961,554,"57.20
%",28.3,82.94,2
485,3911,1712,2000,1808,665,1009,561,"57.40
%",28.3,82.94,2
496,3990,1726,2000,1841,678,1031,572,"57.40
%",28.3,82.94,2
497,4003,1726,1991,1850,685,1003,577,"58.20
%",28.3,82.94,2
498,4016,1732,1996,1859,695,1023,583,"58.20
%",28.3,82.94,2
519,4058,1751,2000,1869,711,1086,590,"58.00
%",28.3,82.94,2
529,4095,1743,2002,1871,725,1097,612,"58.00
%",28.3,82.94,2
536,4095,1744,2034,1875,737,1148,630,"59.30
%",28.3,82.94,2
546,4095,1745,1996,1870,733,1100,631,"59.30
%",28.3,82.94,2
556,4095,1744,2003,1872,734,1097,616,"61.10
%",28.3,82.94,2
550,4095,1747,2003,1870,748,1072,615,"61.10
%",28.3,82.94,2
545,4095,1755,2012,1883,731,1088,618,"59.90
%",28.2,82.76,2
531,4095,1760,2016,1886,733,1013,619,"59.90
%",28.2,82.76,2
523,4095,1754,2019,1877,723,964,622,"59.70
%",28.2,82.76,2
518,4059,1750,2039,1871,733,954,619,"59.70
%",28.2,82.76,2
502,4018,1745,2015,1866,717,921,613,"59.00
%",28.2,82.76,2
498,3982,1744,2025,1878,709,887,618,"59.00
%",28.2,82.76,2
502,3959,1741,2022,1865,715,946,605,"59.00
%",28.2,82.76,2
529,4054,1744,2033,1872,722,1083,622,"59.00
%",28.2,82.76,2
543,4095,1760,2064,1880,753,1158,634,"58.60
%",28.2,82.76,2
566,4095,1773,2055,1901,774,1200,650,"58.60
%",28.2,82.76,2
563,4095,1779,2078,1898,790,1221,662,"58.70
%",28.2,82.76,2
561,4095,1782,2077,1913,801,1201,679,"58.70
%",28.2,82.76,2
571,4095,1790,2095,1920,801,1168,674,"59.20
%",28.2,82.76,2
581,4095,1789,2080,1918,807,1174,695,"59.20
%",28.2,82.76,2
571,4095,1788,2077,1911,815,1139,702,"58.40
%",28.2,82.76,2
563,4095,1783,2089,1895,805,1066,720,"58.40
%",28.2,82.76,2
558,4095,1774,2074,1894,789,1007,709,"58.20
%",28.2,82.76,2
555,4095,1776,2075,1891,787,979,704,"58.20
%",28.2,82.76,2
549,4095,1770,2063,1895,787,967,702,"58.30
%",28.3,82.94,2
539,4066,1762,2067,1879,775,922,689,"58.30
%",28.3,82.94,2
533,4069,1760,2081,1879,735,944,683,"58.30
%",28.2,82.76,2
529,4049,1754,2086,1877,773,943,688,"58.30
%",28.2,82.76,2
527,4030,1754,2077,1878,766,909,682,"57.80
%",28.2,82.76,2
525,4003,1747,2077,1878,775,924,686,"57.80
%",28.2,82.76,2
523,4017,1747,2065,1883,771,944,675,"57.90
%",28.2,82.76,2
521,4001,1746,2064,1888,774,910,684,"57.90
%",28.2,82.76,2
510,3985,1745,2062,1890,771,881,687,"58.50
%",28.2,82.76,2
497,3952,1743,2068,1887,769,838,661,"58.50
%",28.2,82.76,2
498,3930,1734,2067,1878,754,824,657,"58.40
%",28.2,82.76,2
496,3901,1734,2058,1872,742,897,651,"58.40
%",28.2,82.76,2
320,3003,1603,1937,1739,534,427,433,"54.80
%",29.1,84.38,2
318,3030,1583,1930,1739,538,435,440,"54.70
%",29.1,84.38,2
320,3043,1610,1939,1745,541,437,439,"54.70
%",29.1,84.38,2
334,3059,1607,1936,1735,545,449,443,"55.10
%",29.1,84.38,2
327,3085,1614,1938,1750,547,459,446,"55.10
%",29.1,84.38,2
336,3136,1619,1933,1759,561,510,451,"54.80
%",29.1,84.38,2
338,3146,1648,1936,1755,557,503,455,"54.80
%",29.1,84.38,2
336,3151,1631,1920,1749,557,483,453,"54.70
%",29.1,84.38,2
340,3127,1616,1939,1751,555,475,423,"54.70
%",29.1,84.38,2
349,3154,1629,1910,1749,556,475,451,"54.80
%",29.1,84.38,2
349,3174,1629,1921,1750,557,478,453,"54.80
%",29.1,84.38,2
358,3216,1635,1934,1761,559,517,454,"54.90
%",29.1,84.38,2
362,3228,1639,1936,1761,559,539,464,"54.90
%",29.1,84.38,2
368,3264,1648,1939,1763,571,541,470,"54.90
%",29.2,84.56,2
371,3299,1648,1934,1757,572,556,468,"54.90
%",29.2,84.56,2
383,3309,1648,1934,1760,576,550,470,"55.40
%",29.1,84.38,2
381,3296,1650,1937,1765,588,557,470,"55.40
%",29.1,84.38,2
401,3294,1650,1941,1758,572,502,471,"55.60
%",29.1,84.38,2
288,3329,1658,1949,1765,576,576,479,"55.60
%",29.1,84.38,2
397,3414,1655,1943,1772,579,602,487,"55.40
%",29.2,84.56,2
415,3521,1649,1942,1771,586,633,494,"55.40
%",29.2,84.56,2
423,3607,1665,1949,1767,585,619,497,"55.00
%",29.2,84.56,2
430,3639,1676,1947,1772,587,631,496,"55.00
%",29.2,84.56,2
435,3643,1673,1952,1776,591,644,495,"56.10
%",29.2,84.56,2
433,3643,1674,1968,1790,592,661,503,"56.10
%",29.2,84.56,2
432,3612,1678,1955,1776,593,646,500,"55.60
%",29.2,84.56,2
425,3593,1679,1955,1799,592,655,503,"55.60
%",29.2,84.56,2
426,3568,1671,1959,1801,592,637,506,"56.20
%",29.2,84.56,2
419,3559,1670,1953,1795,590,611,503,"56.20
%",29.2,84.56,2
418,3522,1707,1947,1798,590,593,497,"55.90
%",29.2,84.56,2
417,3514,1667,1949,1796,587,587,495,"55.90
%",29.2,84.56,2
411,3554,1667,1954,1806,586,579,495,"55.70
%",29.2,84.56,2
420,3508,1675,1959,1808,585,583,496,"55.70
%",29.2,84.56,2
422,3536,1678,1953,1804,589,602,487,"59.20
%",29.2,84.56,2
432,3591,1680,1958,1811,592,640,489,"59.20
%",29.2,84.56,2
432,3535,1682,1954,1812,592,624,496,"57.40
%",29.2,84.56,2
434,3601,1680,1955,1821,625,625,496,"57.40
%",29.2,84.56,2
374,3591,1683,1957,1821,557,626,497,"56.20
%",29.2,84.56,2
428,3568,1680,1952,1815,592,615,496,"56.20
%",29.2,84.56,2
420,3532,1676,1951,1812,592,602,500,"55.40
%",29.2,84.56,2
410,3502,1669,1954,1811,592,583,496,"55.40
%",29.2,84.56,2
409,3481,1675,1953,1808,592,576,496,"55.30
%",29.2,84.56,2
419,3504,1677,1961,1818,593,583,494,"55.30
%",29.2,84.56,2
430,3549,1695,1959,1814,597,613,502,"55.90
%",29.2,84.56,2
431,3559,1680,1960,1815,599,619,502,"55.90
%",29.2,84.56,2
427,3567,1680,1957,1815,593,624,505,"56.20
%",29.2,84.56,2
423,3555,1683,1959,1825,603,611,517,"56.20
%",29.2,84.56,2
422,3546,1683,1959,1825,605,624,510,"55.60
%",29.2,84.56,2
421,3567,1693,1963,1826,607,661,518,"55.60
%",29.2,84.56,2
417,3547,1683,1951,1827,598,637,511,"55.30
%",29.2,84.56,2
414,3520,1680,1958,1825,602,619,546,"55.30
%",29.2,84.56,2
405,3493,1679,1957,1821,599,614,508,"55.20
%",29.1,84.38,2
407,3486,1680,1963,1815,598,586,497,"55.20
%",29.1,84.38,2
418,3501,1692,1952,1814,595,578,509,"55.50
%",29.2,84.56,2
417,3535,1680,1965,1821,593,579,501,"55.50
%",29.2,84.56,2
429,3578,1676,1963,1826,606,619,506,"55.70
%",29.2,84.56,2
432,3524,1680,1969,1823,606,624,510,"55.70
%",29.2,84.56,2
432,3594,1680,1968,1838,601,609,521,"56.00
%",29.1,84.38,2
432,3572,1679,1969,1827,614,621,528,"56.00
%",29.1,84.38,2
433,3533,1681,1974,1835,613,623,534,"56.00
%",29.1,84.38,2
432,3564,1681,1966,1837,614,627,537,"56.00
%",29.1,84.38,2
431,3558,1686,1971,1837,609,625,535,"55.70
%",29.1,84.38,2
428,3536,1682,1975,1839,610,614,541,"55.70
%",29.1,84.38,2
426,3513,1680,1971,1835,605,601,533,"55.60
%",29.1,84.38,2
426,3501,1659,1974,1834,610,601,541,"55.60
%",29.1,84.38,2
422,3495,1686,1983,1835,608,592,538,"55.70
%",29.1,84.38,2
434,3407,1678,1954,1808,596,577,529,"55.70
%",29.1,84.38,2
414,3393,1669,1957,1808,593,570,523,"55.80
%",29.1,84.38,2
413,3396,1666,1953,1807,597,570,526,"55.80
%",29.1,84.38,2
413,3406,1663,1958,1821,596,573,528,"55.70
%",29.1,84.38,2
416,3405,1664,1963,1807,592,569,509,"55.70
%",29.1,84.38,2
411,3402,1661,1958,1808,592,575,517,"55.90
%",29.1,84.38,2
416,3415,1661,1964,1810,594,586,519,"55.90
%",29.1,84.38,2
411,3423,1659,1962,1808,597,594,525,"55.60
%",29.1,84.38,2
427,3407,1665,2006,1805,597,615,528,"55.60
%",29.1,84.38,2
428,3440,1662,1957,1802,599,647,528,"55.50
%",29.1,84.38,2
429,3469,1669,1979,1805,603,658,528,"55.50
%",29.1,84.38,2
431,3451,1664,1974,1810,601,658,528,"55.70
%",29.1,84.38,2
434,3443,1673,1979,1817,601,671,528,"55.70
%",29.1,84.38,2
435,3474,1675,1981,1818,609,689,537,"56.00
%",29,84.2,2
438,3488,1680,1972,1817,610,689,541,"56.00
%",29,84.2,2
447,3529,1680,1984,1819,609,710,543,"56.10
%",29,84.2,2
441,3537,1681,2035,1819,611,688,545,"56.10
%",29,84.2,2
445,3714,1679,1984,1773,609,685,540,"56.20
%",29,84.2,2
434,3490,1677,1979,1823,606,651,573,"56.20
%",29,84.2,2
430,3498,1674,1982,1821,599,640,541,"55.60
%",29,84.2,2
432,3459,1666,1974,1808,595,661,533,"55.60
%",29,84.2,2
429,3446,1661,1973,1808,592,624,530,"55.60
%",29,84.2,2
423,3429,1651,1983,1798,587,613,527,"55.60
%",29,84.2,2
425,3427,1651,1971,1800,587,618,518,"55.50
%",29,84.2,2
429,3478,1657,1968,1808,594,666,559,"55.50
%",29,84.2,2
431,3469,1653,1970,1813,598,666,537,"55.50
%",29,84.2,2
426,3477,1647,1959,1806,598,656,539,"55.50
%",29,84.2,2
430,3494,1651,1962,1805,595,656,535,"56.00
%",29,84.2,2
432,3504,1619,1968,1806,600,665,539,"56.00
%",29,84.2,2
445,3568,1668,1991,1826,605,715,544,"56.10
%",29,84.2,2
449,3616,1677,1984,1829,615,747,555,"56.10
%",29,84.2,2
448,3629,1675,1991,1835,624,757,558,"55.80
%",28.9,84.02,2
445,3609,1679,1969,1836,581,723,559,"55.80
%",28.9,84.02,2
443,3621,1679,1987,1840,622,736,560,"55.60
%",28.9,84.02,2
443,3610,1680,1984,1841,621,763,563,"55.60
%",28.9,84.02,2
436,3603,1680,1975,1840,626,758,562,"55.70
%",28.9,84.02,2
441,3594,1680,1995,1842,630,750,563,"55.70
%",28.9,84.02,2
453,3646,1679,1989,1866,638,748,567,"56.50
%",28.9,84.02,2
451,3655,1682,1999,1835,624,716,614,"56.50
%",28.9,84.02,2
455,3638,1670,1987,1830,624,691,560,"62.60
%",28.9,84.02,2
455,3647,1696,1999,1839,624,687,559,"62.60
%",28.9,84.02,2
464,3661,1690,2001,1841,625,707,562,"59.20
%",28.9,84.02,2
480,3686,1680,1991,1835,629,755,563,"59.20
%",28.9,84.02,2
495,3824,1699,2002,1840,642,813,576,"58.00
%",28.9,84.02,2
501,3909,1709,2002,1843,651,858,579,"58.00
%",28.9,84.02,2
502,3942,1711,2004,1843,654,848,580,"56.90
%",28.9,84.02,2
511,3969,1714,2000,1840,647,816,580,"56.90
%",28.9,84.02,2
520,3946,1693,1999,1835,646,791,580,"57.00
%",28.9,84.02,2
505,3914,1715,2000,1830,641,743,576,"57.00
%",28.9,84.02,2
503,3920,1711,2006,1838,645,743,579,"56.70
%",28.9,84.02,2
505,3904,1711,2001,1836,645,752,590,"56.70
%",28.9,84.02,2
522,3981,1715,2014,1842,647,750,582,"56.70
%",28.8,83.84,2
526,3966,1717,2007,1840,620,755,604,"56.70
%",28.8,83.84,2
520,3933,1715,2006,1843,655,745,590,"56.40
%",28.9,84.02,2
503,3915,1712,1971,1841,646,736,586,"56.40
%",28.9,84.02,2
496,3879,1699,1967,1833,638,742,578,"56.10
%",28.8,83.84,2
496,3840,1693,1943,1820,631,748,574,"56.10
%",28.8,83.84,2
493,3826,1701,1975,1818,624,734,570,"56.00
%",28.8,83.84,2
495,3817,1700,1953,1791,626,747,573,"56.00
%",28.8,83.84,2
