MQ3,MQ2,MQ6,MQ5,MQ135,MQ4,MQ8,MQ9,HUM,TEMPC,TEMPF,TARGET
830,4095,2075,2286,690,694,1791,2803,"54.10
%",29.3,84.74,5
795,4095,2073,2289,673,683,1770,2806,"53.40
%",29.3,84.74,5
777,4095,2071,2288,671,667,1737,2805,"53.40
%",29.3,84.74,5
786,4095,2073,2304,662,654,1712,2795,"53.30
%",29.2,84.56,5
751,4095,2069,2293,662,652,1698,2797,"53.30
%",29.2,84.56,5
728,4095,2070,2303,656,643,1697,2783,"52.80
%",29.2,84.56,5
717,4095,2072,2304,644,623,1675,2786,"52.80
%",29.2,84.56,5
722,4095,2061,2304,640,619,1647,2790,"52.60
%",29.2,84.56,5
705,4095,2047,2295,629,607,1617,2749,"52.60
%",29.2,84.56,5
703,4095,2058,2294,629,602,1630,2764,"52.40
%",29.2,84.56,5
690,4095,2032,2289,633,566,1634,2770,"52.40
%",29.2,84.56,5
774,4095,2042,2291,633,606,1649,2768,"52.40
%",29.2,84.56,5
816,4095,2047,2287,663,644,1676,2770,"52.40
%",29.2,84.56,5
839,4095,2054,2294,666,656,1716,2774,"52.50
%",29.2,84.56,5
845,4095,2065,2290,665,651,1712,2775,"52.50
%",29.2,84.56,5
843,4095,2103,2297,667,653,1679,2771,"53.60
%",29.2,84.56,5
855,4095,2102,2295,657,647,1717,2775,"53.60
%",29.2,84.56,5
833,4095,2110,2299,657,641,1711,2781,"52.90
%",29.2,84.56,5
826,4095,2126,2297,665,642,1712,2771,"52.90
%",29.2,84.56,5
816,4095,2138,2305,695,667,1744,2800,"53.10
%",29.1,84.38,5
817,4095,2157,2304,685,657,1747,2782,"53.10
%",29.1,84.38,5
795,4095,2162,2309,672,645,1734,2786,"53.70
%",29.1,84.38,5
819,4095,2158,2310,669,629,1702,2775,"53.70
%",29.1,84.38,5
807,4095,2160,2321,675,656,1712,2787,"53.70
%",29.1,84.38,5
834,4095,2159,2309,678,657,1754,2790,"53.70
%",29.1,84.38,5
810,4095,2159,2315,653,661,1750,2787,"53.60
%",29.1,84.38,5
775,4095,2141,2307,661,653,1738,2793,"53.60
%",29.1,84.38,5
751,4095,2141,2320,656,646,1719,2778,"53.40
%",29.1,84.38,5
757,4095,2130,2319,654,647,1712,2781,"53.40
%",29.1,84.38,5
809,4095,2122,2320,671,677,1723,2773,"52.70
%",29.1,84.38,5
801,4095,2123,2337,688,695,1783,2785,"52.70
%",29.1,84.38,5
816,4095,2112,2320,690,706,1795,2780,"53.00
%",29.1,84.38,5
799,4095,2113,2318,681,699,1805,2791,"53.00
%",29.1,84.38,5
752,4095,2118,2321,681,687,1775,2784,"53.10
%",29.1,84.38,5
759,4095,2113,2319,679,677,1759,2795,"53.10
%",29.1,84.38,5
730,4095,2119,2325,672,671,1766,2794,"52.90
%",29.1,84.38,5
713,4095,2112,2320,669,656,1737,2814,"52.90
%",29.1,84.38,5
885,4095,2110,2331,688,688,1744,2778,"52.80
%",29.1,84.38,5
955,4095,2106,2320,722,782,1818,2795,"52.80
%",29.1,84.38,5
895,4095,2107,2319,720,768,1852,2799,"54.10
%",29,84.2,5
887,4095,2108,2319,711,752,1841,2804,"54.10
%",29,84.2,5
849,4095,2111,2319,704,749,1820,2800,"53.90
%",29,84.2,5
834,4095,2103,2320,715,747,1822,2811,"53.90
%",29,84.2,5
794,4095,2106,2315,705,720,1839,2807,"53.40
%",29,84.2,5
768,4095,2112,2326,698,715,1809,2815,"53.40
%",29,84.2,5
773,4095,2115,2327,688,694,1791,2811,"53.60
%",29,84.2,5
859,4095,2111,2327,698,688,1774,2811,"53.60
%",29,84.2,5
832,4095,2112,2321,709,691,1770,2799,"53.40
%",29,84.2,5
817,4095,2105,2317,714,711,1779,2803,"53.40
%",29,84.2,5
826,4095,2103,2314,719,715,1789,2831,"53.20
%",29,84.2,5
848,4095,2115,2320,709,715,1779,2815,"53.20
%",29,84.2,5
834,4095,2098,2314,707,720,1783,2807,"52.90
%",29,84.2,5
784,4095,2093,2313,697,703,1776,2802,"52.90
%",29,84.2,5
768,4095,2097,2317,686,688,1751,2807,"53.70
%",29,84.2,5
792,4095,2095,2313,683,678,1735,2802,"53.70
%",29,84.2,5
809,4095,2094,2320,690,690,1730,2806,"53.30
%",29,84.2,5
783,4095,2096,2310,702,710,1754,2807,"53.30
%",29,84.2,5
774,4095,2087,2311,699,719,1758,2805,"53.90
%",29,84.2,5
791,4095,2086,2334,703,705,1778,2800,"53.90
%",29,84.2,5
775,4095,2081,2313,691,695,1767,2806,"53.70
%",29,84.2,5
784,4095,2091,2311,690,683,1744,2803,"53.70
%",29,84.2,5
753,4095,2094,2309,679,662,1728,2800,"53.40
%",29,84.2,5
721,4095,2089,2317,674,656,1708,2797,"53.40
%",29,84.2,5
708,4095,2083,2310,666,653,1703,2799,"52.90
%",29,84.2,5
682,4095,2069,2309,656,642,1723,2798,"52.90
%",29,84.2,5
656,4095,2085,2312,651,633,1702,2789,"52.70
%",28.9,84.02,5
656,4095,2093,2315,645,625,1666,2793,"52.70
%",28.9,84.02,5
732,4095,2088,2310,654,623,1659,2791,"52.40
%",28.9,84.02,5
799,4095,2094,2315,701,677,1696,2779,"52.40
%",28.9,84.02,5
831,4095,2096,2304,698,689,1749,2795,"52.90
%",28.9,84.02,5
782,4095,2096,2305,691,688,1763,2688,"52.90
%",28.9,84.02,5
757,4095,2095,2314,688,671,1747,2787,"53.40
%",28.9,84.02,5
775,4095,2103,2307,694,640,1755,2826,"53.40
%",28.9,84.02,5
762,4095,2111,2314,693,671,1726,2807,"53.30
%",28.9,84.02,5
786,4095,2122,2318,688,660,1746,2798,"53.30
%",28.9,84.02,5
766,4095,2128,2320,687,646,1724,2797,"53.30
%",28.9,84.02,5
771,4095,2130,2315,686,658,1730,2800,"53.30
%",28.9,84.02,5
776,4095,2128,2314,688,687,1743,2800,"53.20
%",28.9,84.02,5
813,4095,2138,2311,685,671,1744,2803,"53.20
%",28.9,84.02,5
867,4095,2135,2315,679,678,1746,2797,"53.40
%",28.9,84.02,5
818,4095,2138,2318,672,666,1744,2799,"53.40
%",28.9,84.02,5
791,4095,2131,2271,674,656,1723,2801,"53.20
%",28.9,84.02,5
805,4095,2126,2299,671,652,1712,2794,"53.20
%",28.9,84.02,5
907,4095,2128,2319,704,654,1698,2807,"52.80
%",28.9,84.02,5
979,4095,2118,2309,705,719,1741,2839,"52.80
%",28.9,84.02,5
997,4095,2124,2315,743,734,1801,2810,"54.00
%",28.9,84.02,5
915,4095,2138,2318,762,765,1834,2819,"54.00
%",28.9,84.02,5
942,4095,2159,2323,763,759,1859,2827,"56.40
%",28.9,84.02,5
913,4095,2166,2319,766,750,1854,2827,"56.40
%",28.9,84.02,5
892,4095,2179,2320,752,727,1838,2832,"55.60
%",28.9,84.02,5
900,4095,2197,2322,743,709,1808,2860,"55.60
%",28.9,84.02,5
847,4095,2203,2324,735,703,1776,2832,"54.40
%",28.9,84.02,5
800,4095,2199,2321,723,685,1765,2832,"54.40
%",28.9,84.02,5
966,4095,2205,2333,726,673,1741,2826,"54.00
%",28.8,83.84,5
929,4095,2199,2334,766,704,1763,2827,"54.00
%",28.8,83.84,5
893,4095,2189,2311,768,717,1802,2834,"54.20
%",28.9,84.02,5
853,4095,2189,2341,769,710,1796,2832,"54.20
%",28.9,84.02,5
820,4095,2192,2332,769,714,1787,2867,"54.10
%",28.8,83.84,5
803,4095,2197,2341,768,725,1795,2831,"54.10
%",28.8,83.84,5
880,4095,2197,2338,777,711,1777,2842,"54.10
%",28.9,84.02,5
1023,4095,2208,2343,821,843,1865,2845,"54.10
%",28.9,84.02,5
1008,4095,2197,2352,832,864,1963,2861,"54.10
%",28.8,83.84,5
993,4095,2247,2342,829,847,1952,2865,"54.10
%",28.8,83.84,5
923,4095,2262,2320,810,816,1926,2864,"55.40
%",28.8,83.84,5
896,4095,2275,2345,790,787,1882,2854,"55.40
%",28.8,83.84,5
906,4095,2285,2358,807,779,1870,2869,"54.80
%",28.8,83.84,5
865,4095,2265,2349,784,802,1877,2845,"54.80
%",28.8,83.84,5
819,4095,2253,2339,764,781,1855,2859,"53.90
%",28.8,83.84,5
772,4095,2241,2341,763,773,1831,2842,"53.90
%",28.8,83.84,5
817,4095,2231,2327,759,768,1819,2847,"53.70
%",28.8,83.84,5
845,4095,2227,2339,755,745,1803,2841,"53.70
%",28.8,83.84,5
890,4095,2223,2346,763,767,1809,2831,"53.70
%",28.8,83.84,5
933,4095,2214,2353,793,772,1825,2850,"53.70
%",28.8,83.84,5
946,4095,2211,2347,803,816,1892,2853,"53.60
%",28.8,83.84,5
892,4095,2206,2337,798,811,1878,2859,"53.60
%",28.8,83.84,5
850,4095,2222,2352,782,784,1865,2867,"54.00
%",28.8,83.84,5
833,4095,2210,2343,784,769,1818,2862,"54.00
%",28.8,83.84,5
863,4095,2205,2349,778,762,1822,2832,"53.90
%",28.8,83.84,5
963,4095,2191,2341,813,757,1803,2854,"53.90
%",28.8,83.84,5
974,4095,2193,2343,816,803,1840,2852,"53.60
%",28.8,83.84,5
972,4095,2187,2338,816,848,1899,2857,"53.60
%",28.8,83.84,5
938,4095,2176,2343,816,832,1917,2853,"54.40
%",28.8,83.84,5
892,4095,2182,2337,813,823,1916,2873,"54.40
%",28.8,83.84,5
842,4095,2183,2324,803,816,1904,2877,"54.40
%",28.8,83.84,5
878,4095,2178,2346,805,804,1895,2882,"54.40
%",28.8,83.84,5
880,4095,2176,2347,807,799,1878,2893,"54.20
%",28.8,83.84,5
931,4095,2170,2338,799,825,1883,2871,"54.20
%",28.8,83.84,5
913,4095,2161,2332,790,815,1897,2875,"54.20
%",28.7,83.66,5
881,4095,2173,2335,775,773,1872,2917,"54.20
%",28.7,83.66,5
879,4095,2166,2336,765,773,1839,2875,"53.70
%",28.7,83.66,5
976,4095,2165,2335,779,784,1833,2873,"53.70
%",28.7,83.66,5
944,4095,2166,2341,811,807,1878,2870,"53.50
%",28.7,83.66,5
895,4095,2170,2339,784,784,1871,2865,"53.50
%",28.7,83.66,5
489,3802,2130,2311,652,528,1475,2768,"52.60
%",28.6,83.48,5
486,3789,2126,2307,592,518,1459,2753,"52.60
%",28.6,83.48,5
481,3785,2115,2314,594,510,1451,2768,"52.60
%",28.6,83.48,5
461,3735,2114,2314,589,501,1440,2754,"52.60
%",28.6,83.48,5
454,3711,2107,2306,599,499,1413,2757,"52.60
%",28.6,83.48,5
437,3705,2176,2311,585,496,1411,2743,"52.60
%",28.6,83.48,5
455,3675,2110,2314,573,497,1406,2747,"52.60
%",28.6,83.48,5
447,3669,2107,2304,577,494,1405,2753,"52.60
%",28.6,83.48,5
439,3650,2112,2318,583,496,1399,2749,"52.60
%",28.6,83.48,5
435,3627,2111,2316,576,494,1402,2739,"52.60
%",28.6,83.48,5
438,3611,2107,2314,582,493,1407,2750,"52.60
%",28.6,83.48,5
432,3635,2112,2305,575,492,1413,2747,"52.60
%",28.6,83.48,5
442,3630,2125,2314,576,496,1435,2754,"52.60
%",28.6,83.48,5
448,3632,2112,2302,574,487,1407,2737,"52.50
%",28.6,83.48,5
451,3621,2119,2309,576,491,1415,2742,"52.50
%",28.6,83.48,5
448,3600,2122,2306,576,487,1417,2722,"52.50
%",28.6,83.48,5
447,3591,2117,2315,580,496,1413,2736,"52.50
%",28.6,83.48,5
459,3574,2099,2330,576,487,1467,2785,"52.50
%",28.6,83.48,5
454,3620,2111,2305,579,471,1411,2736,"52.50
%",28.6,83.48,5
448,3614,2111,2309,579,487,1422,2736,"52.60
%",28.6,83.48,5
445,3593,2135,2337,581,511,1473,2769,"52.60
%",28.6,83.48,5
432,3552,2096,2302,575,484,1408,2734,"52.60
%",28.6,83.48,5
448,3578,2099,2297,576,484,1408,2738,"52.60
%",28.6,83.48,5
470,3590,2096,2303,576,487,1408,2731,"52.60
%",28.6,83.48,5
469,3665,2096,2307,576,489,1375,2759,"52.60
%",28.6,83.48,5
454,3701,2101,2313,573,477,1420,2737,"52.60
%",28.6,83.48,5
453,3678,2126,2247,570,481,1451,2757,"52.60
%",28.6,83.48,5
437,3632,2096,2295,569,485,1410,2731,"52.60
%",28.6,83.48,5
455,3614,2083,2302,575,485,1403,2723,"52.60
%",28.6,83.48,5
463,3575,2086,2297,575,486,1404,2727,"52.70
%",28.6,83.48,5
541,3659,2091,2307,578,480,1419,2729,"52.70
%",28.6,83.48,5
528,3658,2078,2305,578,489,1415,2741,"53.10
%",28.6,83.48,5
518,3617,2099,2319,583,503,1463,2743,"53.10
%",28.6,83.48,5
528,3648,2079,2288,579,505,1473,2726,"53.10
%",28.6,83.48,5
510,3683,2080,2301,569,503,1472,2726,"53.10
%",28.6,83.48,5
518,3699,2071,2299,581,505,1472,2731,"53.00
%",28.6,83.48,5
578,3727,2074,2302,587,510,1462,2729,"53.00
%",28.6,83.48,5
614,3907,2068,2297,617,531,1469,2722,"53.10
%",28.6,83.48,5
594,3987,2067,2298,632,555,1543,2734,"53.10
%",28.6,83.48,5
603,3934,2101,2291,640,560,1573,2733,"53.20
%",28.6,83.48,5
581,3913,2078,2294,637,562,1575,2731,"53.20
%",28.6,83.48,5
670,3890,2017,2283,658,560,1575,2962,"53.20
%",28.6,83.48,5
688,4009,2066,2289,643,573,1600,2734,"53.20
%",28.6,83.48,5
684,4095,2064,2288,647,576,1616,2736,"53.60
%",28.6,83.48,5
687,4095,2067,2288,641,577,1619,2736,"53.60
%",28.6,83.48,5
656,4019,2076,2292,635,563,1610,2742,"53.90
%",28.6,83.48,5
643,4095,2070,2288,661,563,1591,2743,"53.90
%",28.6,83.48,5
657,4011,2064,2281,639,459,1590,2738,"53.40
%",28.6,83.48,5
735,4095,2064,2287,646,574,1601,2743,"53.40
%",28.6,83.48,5
757,4095,2064,2281,659,603,1643,2746,"53.30
%",28.6,83.48,5
776,4095,2069,2277,663,621,1705,2753,"53.30
%",28.6,83.48,5
771,4095,2092,2301,672,624,1712,2768,"54.90
%",28.6,83.48,5
752,4095,2079,2293,672,625,1693,2766,"54.90
%",28.6,83.48,5
711,4095,2093,2290,673,613,1683,2762,"54.70
%",28.6,83.48,5
705,4095,2090,2288,662,606,1663,2733,"54.70
%",28.6,83.48,5
866,4095,2085,2288,663,605,1661,2762,"53.90
%",28.6,83.48,5
901,4095,2089,2290,673,623,1664,2765,"53.90
%",28.6,83.48,5
855,4095,2090,2288,681,633,1698,2767,"54.00
%",28.6,83.48,5
865,4095,2099,2287,675,623,1694,2775,"54.00
%",28.6,83.48,5
832,4095,2111,2289,671,614,1691,2778,"54.40
%",28.6,83.48,5
785,4095,2111,2290,675,608,1677,2768,"54.40
%",28.6,83.48,5
767,4095,2126,2290,656,592,1654,2776,"53.90
%",28.6,83.48,5
794,4095,2134,2299,670,599,1637,2781,"53.90
%",28.6,83.48,5
773,4095,2135,2301,683,625,1653,2771,"53.70
%",28.6,83.48,5
770,4095,2137,2295,673,614,1663,2775,"53.70
%",28.6,83.48,5
705,4095,2144,2299,659,597,1650,2782,"53.90
%",28.6,83.48,5
694,4095,2132,2300,656,588,1616,2775,"53.90
%",28.6,83.48,5
679,4095,2134,2295,656,580,1598,2771,"53.80
%",28.6,83.48,5
656,4095,2129,2293,649,571,1594,2774,"53.80
%",28.6,83.48,5
669,4095,2127,2293,637,576,1574,2771,"53.70
%",28.6,83.48,5
637,4095,2133,2304,635,560,1564,2761,"53.70
%",28.6,83.48,5
630,4095,2133,2304,631,560,1565,2763,"53.30
%",28.6,83.48,5
614,4095,2123,2296,629,559,1557,2765,"53.30
%",28.6,83.48,5
603,4095,2115,2299,624,555,1559,2766,"53.10
%",28.6,83.48,5
590,4095,2130,2278,624,554,1581,2780,"53.10
%",28.6,83.48,5
585,4095,2109,2302,623,552,1535,2761,"53.10
%",28.6,83.48,5
579,4095,2098,2297,619,539,1535,2749,"53.10
%",28.6,83.48,5
576,4042,2096,2299,617,535,1529,2747,"53.10
%",28.6,83.48,5
589,4052,2099,2303,615,531,1520,2747,"53.10
%",28.6,83.48,5
582,4080,2095,2303,619,544,1535,2749,"53.00
%",28.6,83.48,5
586,4095,2093,2295,619,543,1567,2757,"53.00
%",28.6,83.48,5
566,4066,2094,2301,613,534,1555,2753,"53.10
%",28.6,83.48,5
543,3996,2107,2320,612,527,1557,2768,"53.10
%",28.6,83.48,5
524,3967,2094,2306,601,509,1520,2753,"53.20
%",28.6,83.48,5
511,3925,2083,2303,601,519,1501,2756,"53.20
%",28.6,83.48,5
503,3903,2087,2308,593,504,1497,2762,"53.00
%",28.6,83.48,5
506,3919,2095,2306,592,505,1481,2750,"53.00
%",28.6,83.48,5
502,3890,2095,2299,592,497,1474,2751,"52.80
%",28.6,83.48,5
558,4027,2096,2295,593,499,1463,2743,"52.80
%",28.6,83.48,5
581,4095,2085,2293,595,518,1472,2727,"52.80
%",28.6,83.48,5
572,4095,2092,2286,582,528,1497,2751,"52.80
%",28.6,83.48,5
560,4095,2099,2283,601,523,1497,2735,"53.30
%",28.6,83.48,5
529,4069,2112,2357,601,507,1481,2731,"53.30
%",28.6,83.48,5
545,4080,2022,2289,596,505,1467,2725,"53.30
%",28.7,83.66,5
537,4016,2119,2291,595,501,1460,2726,"53.30
%",28.7,83.66,5
522,3995,2125,2313,595,495,1463,2736,"53.10
%",28.6,83.48,5
509,3936,2123,2293,592,499,1461,2729,"53.10
%",28.6,83.48,5
528,3904,2114,2293,592,493,1451,2717,"53.10
%",28.7,83.66,5
539,4013,2112,2289,593,498,1444,2722,"53.10
%",28.7,83.66,5
565,4095,2117,2288,602,509,1493,2727,"53.00
%",28.6,83.48,5
562,4095,2109,2288,611,511,1451,2725,"53.00
%",28.6,83.48,5
563,4095,2098,2290,606,511,1474,2723,"53.70
%",28.7,83.66,5
581,4095,2123,2290,595,504,1484,2727,"53.70
%",28.7,83.66,5
558,4095,2118,2293,598,503,1471,2731,"53.50
%",28.7,83.66,5
557,4095,2117,2289,587,506,1474,2736,"53.50
%",28.7,83.66,5
554,4065,2124,2290,593,562,1473,2730,"53.10
%",28.6,83.48,5
548,4033,2117,2289,592,503,1474,2734,"53.10
%",28.6,83.48,5
578,3998,2115,2290,592,497,1474,2721,"53.00
%",28.7,83.66,5
576,4067,2096,2288,599,501,1456,2727,"53.00
%",28.7,83.66,5
560,4041,2101,2287,596,505,1461,2731,"52.90
%",28.6,83.48,5
578,4069,2104,2250,603,501,1479,2722,"52.90
%",28.6,83.48,5
607,4095,2097,2286,631,491,1469,2729,"53.00
%",28.6,83.48,5
636,4095,2093,2290,598,495,1455,2721,"53.00
%",28.6,83.48,5
726,4095,2096,2291,597,496,1453,2723,"52.90
%",28.7,83.66,5
704,4095,2098,2292,599,497,1454,2725,"52.90
%",28.7,83.66,5
714,4095,2074,2307,603,511,1471,2724,"53.10
%",28.7,83.66,5
688,4095,2135,2307,607,528,1523,2736,"53.10
%",28.7,83.66,5
659,4095,2096,2286,604,527,1516,2714,"53.00
%",28.6,83.48,5
684,4095,2076,2290,597,518,1495,2718,"53.00
%",28.6,83.48,5
650,4095,2082,2288,597,522,1488,2711,"52.90
%",28.7,83.66,5
658,4095,2086,2294,598,472,1477,2717,"52.90
%",28.7,83.66,5
639,4095,2080,2290,599,507,1468,2715,"52.90
%",28.7,83.66,5
606,4095,2077,2289,603,498,1463,2718,"52.90
%",28.7,83.66,5
592,4095,2078,2297,595,502,1467,2713,"52.90
%",28.7,83.66,5
592,4079,2073,2289,597,506,1461,2714,"52.90
%",28.7,83.66,5
639,4095,2067,2287,610,519,1476,2717,"52.70
%",28.7,83.66,5
704,4095,2064,2284,597,546,1518,2720,"52.70
%",28.7,83.66,5
690,4095,2058,2289,642,558,1586,2717,"53.20
%",28.7,83.66,5
649,4095,2064,2287,635,566,1626,2690,"53.20
%",28.7,83.66,5
608,4095,2076,2289,640,561,1607,2734,"54.00
%",28.7,83.66,5
619,4095,2121,2291,640,561,1593,2736,"54.00
%",28.7,83.66,5
679,4095,2077,2197,635,555,1583,2737,"53.50
%",28.6,83.48,5
659,4095,2083,2289,641,559,1561,2739,"53.50
%",28.6,83.48,5
631,4095,2076,2282,628,548,1567,2699,"53.20
%",28.7,83.66,5
614,4095,2086,2279,624,541,1532,2734,"53.20
%",28.7,83.66,5
718,4095,2095,2273,619,542,1520,2731,"53.10
%",28.7,83.66,5
704,4095,2101,2285,619,537,1553,2730,"53.10
%",28.7,83.66,5
673,4095,2112,2285,614,529,1527,2719,"53.20
%",28.7,83.66,5
640,4095,2114,2279,613,538,1512,2726,"53.20
%",28.7,83.66,5
611,4095,2112,2279,613,529,1501,2722,"53.50
%",28.7,83.66,5
591,4095,2112,2288,611,525,1498,2735,"53.50
%",28.7,83.66,5
571,4095,2096,2283,608,530,1477,2722,"53.40
%",28.7,83.66,5
571,4074,2097,2278,602,508,1461,2725,"53.40
%",28.7,83.66,5
576,4013,2096,2259,598,502,1456,2717,"53.30
%",28.7,83.66,5
559,4043,2096,2282,598,496,1439,2719,"53.30
%",28.7,83.66,5
543,3983,2086,2281,595,494,1429,2714,"53.10
%",28.7,83.66,5
531,3952,2086,2309,592,496,1437,2709,"53.10
%",28.7,83.66,5
541,3929,2085,2275,619,496,1425,2709,"53.10
%",28.7,83.66,5
519,3895,2082,2271,584,481,1413,2706,"53.10
%",28.7,83.66,5
533,3827,2079,2277,583,480,1478,2704,"53.10
%",28.7,83.66,5
521,3901,2075,2262,579,478,1393,2704,"53.10
%",28.7,83.66,5
567,3904,2102,2266,577,471,1392,2702,"53.10
%",28.7,83.66,5
563,3903,2082,2251,582,476,1383,2699,"53.10
%",28.7,83.66,5
540,3841,2072,2203,583,477,1389,2693,"52.80
%",28.7,83.66,5
541,3799,2075,2261,576,470,1392,2698,"52.80
%",28.7,83.66,5
510,3775,2078,2273,577,464,1377,2697,"52.90
%",28.7,83.66,5
496,3733,2112,2295,576,495,1364,2732,"52.90
%",28.7,83.66,5
487,3782,2121,2310,576,465,1431,2741,"52.80
%",28.7,83.66,5
481,3799,2099,2293,576,464,1394,2717,"52.80
%",28.7,83.66,5
469,3771,2110,2295,590,464,1392,2704,"53.00
%",28.7,83.66,5
464,3707,2112,2335,576,464,1391,2705,"53.00
%",28.7,83.66,5
452,3678,2117,2294,583,460,1377,2701,"53.00
%",28.7,83.66,5
453,3646,2127,2310,606,453,1387,2713,"53.00
%",28.7,83.66,5
439,3619,2138,2316,574,460,1392,2719,"53.00
%",28.7,83.66,5
464,3601,2130,2308,576,459,1391,2710,"53.00
%",28.7,83.66,5
496,3898,2129,2305,578,468,1389,2705,"53.00
%",28.7,83.66,5
494,3947,2157,2299,579,468,1412,2705,"53.00
%",28.7,83.66,5
485,3906,2135,2301,583,467,1407,2710,"53.10
%",28.7,83.66,5
471,3856,2141,2299,569,464,1401,2704,"53.10
%",28.7,83.66,5
491,3823,2144,2307,576,464,1393,2704,"52.90
%",28.7,83.66,5
485,3901,2138,2299,573,500,1404,2710,"52.90
%",28.7,83.66,5
469,3869,2159,2317,572,461,1423,2710,"53.10
%",28.7,83.66,5
498,3934,2144,2304,575,461,1409,2704,"53.10
%",28.7,83.66,5
496,3888,2139,2310,576,464,1404,2702,"53.10
%",28.7,83.66,5
475,3907,2157,2320,571,460,1422,2706,"53.10
%",28.7,83.66,5
471,3867,2160,2305,576,462,1422,2711,"53.10
%",28.7,83.66,5
462,3786,2141,2289,574,459,1387,2625,"53.10
%",28.7,83.66,5
450,3739,2150,2303,574,464,1385,2704,"53.20
%",28.8,83.84,5
453,3714,2153,2304,575,464,1439,2713,"53.20
%",28.8,83.84,5
458,3747,2158,2305,576,467,1424,2700,"53.30
%",28.8,83.84,5
493,3770,2115,2297,576,465,1426,2702,"53.30
%",28.8,83.84,5
522,3826,2144,2304,583,465,1445,2708,"53.40
%",28.8,83.84,5
625,3955,2151,2313,583,474,1461,2713,"53.40
%",28.8,83.84,5
609,4095,2145,2310,585,474,1463,2738,"53.30
%",28.8,83.84,5
656,4095,2126,2288,603,493,1449,2697,"53.30
%",28.8,83.84,5
695,4095,2131,2289,615,502,1520,2704,"53.30
%",28.8,83.84,5
655,4095,2140,2288,613,497,1519,2708,"53.30
%",28.8,83.84,5
625,4095,2151,2306,609,496,1553,2715,"53.70
%",28.8,83.84,5
629,4095,2147,2290,605,493,1527,2711,"53.70
%",28.8,83.84,5
602,4095,2154,2287,595,485,1506,2719,"53.60
%",28.8,83.84,5
583,4095,2154,2290,576,486,1494,2706,"53.60
%",28.8,83.84,5
559,4032,2160,2298,603,491,1485,2711,"53.30
%",28.8,83.84,5
561,4095,2159,2295,598,489,1483,2714,"53.30
%",28.8,83.84,5
559,4095,2159,2299,595,493,1493,2721,"53.50
%",28.9,84.02,5
576,4095,2161,2293,593,481,1483,2722,"53.50
%",28.9,84.02,5
587,4095,2160,2261,592,484,1469,2717,"53.60
%",28.9,84.02,5
602,4095,2156,2320,587,470,1456,2711,"53.60
%",28.9,84.02,5
612,4095,2158,2304,591,488,1469,2694,"53.20
%",28.9,84.02,5
595,4095,2173,2306,591,491,1514,2723,"53.20
%",28.9,84.02,5
565,4095,2177,2279,592,485,1508,2714,"53.00
%",28.9,84.02,5
570,4095,2186,2307,589,478,1570,2709,"53.00
%",28.9,84.02,5
601,4095,2192,2315,592,470,1485,2719,"53.10
%",28.9,84.02,5
670,4095,2193,2309,605,481,1485,2721,"53.10
%",28.9,84.02,5
666,4095,2192,2306,598,492,1523,2733,"53.10
%",28.9,84.02,5
657,4095,2188,2316,620,490,1535,2723,"53.10
%",28.9,84.02,5
621,4095,2191,2320,596,499,1552,2731,"53.00
%",28.9,84.02,5
592,4095,2183,2315,592,478,1533,2733,"53.00
%",28.9,84.02,5
577,4069,2170,2310,590,474,1506,2724,"52.80
%",28.9,84.02,5
560,4095,2162,2315,590,473,1493,2711,"52.80
%",28.9,84.02,5
530,4095,2160,2330,584,466,1488,2745,"52.90
%",28.9,84.02,5
657,4095,2149,2310,581,467,1450,2711,"52.90
%",28.9,84.02,5
734,4095,2142,2302,589,474,1458,2689,"52.80
%",28.9,84.02,5
699,4095,2150,2303,592,491,1483,2716,"52.80
%",28.9,84.02,5
659,4095,2153,2306,594,491,1488,2709,"53.00
%",28.9,84.02,5
635,4095,2171,2310,592,494,1511,2719,"53.00
%",28.9,84.02,5
624,4095,2176,2321,593,487,1506,2646,"53.00
%",28.9,84.02,5
622,4095,2171,2317,592,487,1498,2712,"53.00
%",28.9,84.02,5
644,4095,2165,2314,599,489,1514,2722,"53.00
%",28.9,84.02,5
679,4095,2163,2315,587,494,1510,2725,"53.00
%",28.9,84.02,5
654,4095,2163,2314,595,505,1509,2719,"52.90
%",28.9,84.02,5
639,4095,2169,2313,592,495,1520,2721,"52.90
%",28.9,84.02,5
715,4095,2160,2311,597,493,1507,2718,"52.90
%",29,84.2,5
725,4095,2170,2319,615,507,1535,2725,"52.90
%",29,84.2,5
747,4095,2166,2316,656,532,1584,2736,"52.90
%",29,84.2,5
764,4095,2166,2313,631,547,1613,2732,"52.90
%",29,84.2,5
745,4095,2171,2320,631,544,1616,2734,"54.10
%",29,84.2,5
720,4095,2182,2330,627,535,1623,2755,"54.10
%",29,84.2,5
705,4095,2173,2315,622,527,1599,2735,"53.30
%",29,84.2,5
700,4095,2158,2310,615,506,1579,2725,"53.30
%",29,84.2,5
730,4095,2160,2309,614,510,1535,2726,"53.00
%",29,84.2,5
691,4095,2163,2320,609,496,1535,2729,"53.00
%",29,84.2,5
660,4095,2162,2309,614,498,1522,2733,"52.80
%",29,84.2,5
637,4095,2169,2306,605,490,1523,2727,"52.80
%",29,84.2,5
634,4095,2174,2305,599,481,1508,2727,"52.60
%",29,84.2,5
603,4095,2183,2314,597,535,1505,2731,"52.60
%",29,84.2,5
